algorithm,n,test_type,bins_used,waste,runtime_ms,approx_ratio
FFD,20,adversarial_harmonic,3,0.354641,0.0024,1.0000
BFD,20,adversarial_harmonic,3,0.354641,0.0017,1.0000
NextFit,20,adversarial_mixed,7,0.100000,0.0028,1.0000
FirstFit,20,adversarial_mixed,7,0.100000,0.0012,1.0000
BestFit,20,adversarial_mixed,7,0.100000,0.0031,1.0000
FFD,20,adversarial_mixed,7,0.100000,0.0023,1.0000
BFD,20,adversarial_mixed,7,0.100000,0.0029,1.0000
NextFit,20,random_uniform,13,3.450153,0.0032,1.1818
FirstFit,20,random_uniform,11,1.450153,0.0014,1.0000
BestFit,20,random_uniform,11,1.450153,0.0036,1.0000
FFD,20,random_uniform,11,1.450153,0.0021,1.0000
BFD,20,random_uniform,11,1.450153,0.0030,1.0000
NextFit,20,random_normal,14,4.411798,0.0036,1.2727
FirstFit,20,random_normal,12,2.411798,0.0014,1.0909
BestFit,20,random_normal,11,1.411798,0.0038,1.0000
FFD,20,random_normal,11,1.411798,0.0019,1.0000
BFD,20,random_normal,11,1.411798,0.0030,1.0000
NextFit,20,adversarial_over_half,20,9.800000,0.0021,1.0000
FirstFit,20,adversarial_over_half,20,9.800000,0.0014,1.0000
BestFit,20,adversarial_over_half,20,9.800000,0.0032,1.0000
FFD,20,adversarial_over_half,20,9.800000,0.0019,1.0000
BFD,20,adversarial_over_half,20,9.800000,0.0022,1.0000
NextFit,20,adversarial_harmonic,3,0.354641,0.0021,1.0000
FirstFit,20,adversarial_harmonic,3,0.354641,0.0015,1.0000
BestFit,20,adversarial_harmonic,3,0.354641,0.0027,1.0000
FFD,20,adversarial_harmonic,3,0.354641,0.0027,1.0000
BFD,20,adversarial_harmonic,3,0.354641,0.0017,1.0000
NextFit,20,adversarial_mixed,7,0.100000,0.0035,1.0000
FirstFit,20,adversarial_mixed,7,0.100000,0.0012,1.0000
BestFit,20,adversarial_mixed,7,0.100000,0.0025,1.0000
FFD,20,adversarial_mixed,7,0.100000,0.0021,1.0000
BFD,20,adversarial_mixed,7,0.100000,0.0029,1.0000
NextFit,20,random_uniform,16,4.662330,0.0025,1.1429
FirstFit,20,random_uniform,15,3.662330,0.0014,1.0714
BestFit,20,random_uniform,15,3.662330,0.0036,1.0714
FFD,20,random_uniform,14,2.662330,0.0020,1.0000
BFD,20,random_uniform,14,2.662330,0.0029,1.0000
NextFit,20,random_normal,14,3.696805,0.0035,1.1667
FirstFit,20,random_normal,13,2.696805,0.0017,1.0833
BestFit,20,random_normal,13,2.696805,0.0036,1.0833
FFD,20,random_normal,12,1.696805,0.0021,1.0000
BFD,20,random_normal,12,1.696805,0.0027,1.0000
NextFit,20,adversarial_over_half,20,9.800000,0.0021,1.0000
FirstFit,20,adversarial_over_half,20,9.800000,0.0013,1.0000
BestFit,20,adversarial_over_half,20,9.800000,0.0031,1.0000
FFD,20,adversarial_over_half,20,9.800000,0.0019,1.0000
BFD,20,adversarial_over_half,20,9.800000,0.0024,1.0000
NextFit,20,adversarial_harmonic,3,0.354641,0.0027,1.0000
FirstFit,20,adversarial_harmonic,3,0.354641,0.0014,1.0000
BestFit,20,adversarial_harmonic,3,0.354641,0.0028,1.0000
FFD,20,adversarial_harmonic,3,0.354641,0.0027,1.0000
BFD,20,adversarial_harmonic,3,0.354641,0.0021,1.0000
NextFit,20,adversarial_mixed,7,0.100000,0.0026,1.0000
FirstFit,20,adversarial_mixed,7,0.100000,0.0013,1.0000
BestFit,20,adversarial_mixed,7,0.100000,0.0028,1.0000
FFD,20,adversarial_mixed,7,0.100000,0.0024,1.0000
BFD,20,adversarial_mixed,7,0.100000,0.0030,1.0000
NextFit,20,random_uniform,14,3.348705,0.0029,1.0769
FirstFit,20,random_uniform,13,2.348705,0.0015,1.0000
BestFit,20,random_uniform,13,2.348705,0.0041,1.0000
FFD,20,random_uniform,13,2.348705,0.0024,1.0000
BFD,20,random_uniform,13,2.348705,0.0033,1.0000
NextFit,20,random_normal,14,3.540293,0.0037,1.1667
FirstFit,20,random_normal,14,3.540293,0.0112,1.1667
BestFit,20,random_normal,14,3.540293,0.0037,1.1667
FFD,20,random_normal,12,1.540293,0.0020,1.0000
BFD,20,random_normal,12,1.540293,0.0031,1.0000
NextFit,20,adversarial_over_half,20,9.800000,0.0029,1.0000
FirstFit,20,adversarial_over_half,20,9.800000,0.0014,1.0000
BestFit,20,adversarial_over_half,20,9.800000,0.0033,1.0000
FFD,20,adversarial_over_half,20,9.800000,0.0019,1.0000
BFD,20,adversarial_over_half,20,9.800000,0.0025,1.0000
NextFit,20,adversarial_harmonic,3,0.354641,0.0017,1.0000
FirstFit,20,adversarial_harmonic,3,0.354641,0.0021,1.0000
BestFit,20,adversarial_harmonic,3,0.354641,0.0027,1.0000
FFD,20,adversarial_harmonic,3,0.354641,0.0024,1.0000
BFD,20,adversarial_harmonic,3,0.354641,0.0018,1.0000
NextFit,20,adversarial_mixed,7,0.100000,0.0035,1.0000
FirstFit,20,adversarial_mixed,7,0.100000,0.0015,1.0000
BestFit,20,adversarial_mixed,7,0.100000,0.0029,1.0000
FFD,20,adversarial_mixed,7,0.100000,0.0024,1.0000
BFD,20,adversarial_mixed,7,0.100000,0.0031,1.0000
NextFit,20,random_uniform,11,3.276574,0.0036,1.2222
FirstFit,20,random_uniform,10,2.276574,0.0013,1.1111
BestFit,20,random_uniform,10,2.276574,0.0040,1.1111
FFD,20,random_uniform,9,1.276574,0.0021,1.0000
BFD,20,random_uniform,9,1.276574,0.0029,1.0000
NextFit,20,random_normal,12,2.436028,0.0031,1.0909
FirstFit,20,random_normal,11,1.436028,0.0014,1.0000
BestFit,20,random_normal,11,1.436028,0.0035,1.0000
FFD,20,random_normal,11,1.436028,0.0021,1.0000
BFD,20,random_normal,11,1.436028,0.0029,1.0000
NextFit,20,adversarial_over_half,20,9.800000,0.0028,1.0000
FirstFit,20,adversarial_over_half,20,9.800000,0.0013,1.0000
BestFit,20,adversarial_over_half,20,9.800000,0.0032,1.0000
FFD,20,adversarial_over_half,20,9.800000,0.0019,1.0000
BFD,20,adversarial_over_half,20,9.800000,0.0024,1.0000
NextFit,20,adversarial_harmonic,3,0.354641,0.0023,1.0000
FirstFit,20,adversarial_harmonic,3,0.354641,0.0013,1.0000
BestFit,20,adversarial_harmonic,3,0.354641,0.0026,1.0000
FFD,20,adversarial_harmonic,3,0.354641,0.0025,1.0000
BFD,20,adversarial_harmonic,3,0.354641,0.0017,1.0000
NextFit,20,adversarial_mixed,7,0.100000,0.0028,1.0000
FirstFit,20,adversarial_mixed,7,0.100000,0.0012,1.0000
BestFit,20,adversarial_mixed,7,0.100000,0.0028,1.0000
FFD,20,adversarial_mixed,7,0.100000,0.0023,1.0000
BFD,20,adversarial_mixed,7,0.100000,0.0028,1.0000
NextFit,20,random_uniform,13,2.938663,0.0030,1.0833
FirstFit,20,random_uniform,13,2.938663,0.0014,1.0833
BestFit,20,random_uniform,13,2.938663,0.0036,1.0833
FFD,20,random_uniform,12,1.938663,0.0020,1.0000
BFD,20,random_uniform,12,1.938663,0.0030,1.0000
NextFit,20,random_normal,13,2.199230,0.0037,1.0833
FirstFit,20,random_normal,13,2.199230,0.0016,1.0833
BestFit,20,random_normal,13,2.199230,0.0034,1.0833
FFD,20,random_normal,12,1.199230,0.0022,1.0000
BFD,20,random_normal,12,1.199230,0.0029,1.0000
NextFit,20,adversarial_over_half,20,9.800000,0.0030,1.0000
FirstFit,20,adversarial_over_half,20,9.800000,0.0014,1.0000
BestFit,20,adversarial_over_half,20,9.800000,0.0032,1.0000
FFD,20,adversarial_over_half,20,9.800000,0.0020,1.0000
BFD,20,adversarial_over_half,20,9.800000,0.0025,1.0000
NextFit,20,adversarial_harmonic,3,0.354641,0.0021,1.0000
FirstFit,20,adversarial_harmonic,3,0.354641,0.0013,1.0000
BestFit,20,adversarial_harmonic,3,0.354641,0.0027,1.0000
FFD,20,adversarial_harmonic,3,0.354641,0.0027,1.0000
BFD,20,adversarial_harmonic,3,0.354641,0.0016,1.0000
NextFit,20,adversarial_mixed,7,0.100000,0.0026,1.0000
FirstFit,20,adversarial_mixed,7,0.100000,0.0012,1.0000
BestFit,20,adversarial_mixed,7,0.100000,0.0025,1.0000
FFD,20,adversarial_mixed,7,0.100000,0.0027,1.0000
BFD,20,adversarial_mixed,7,0.100000,0.0029,1.0000
NextFit,20,random_uniform,15,4.051611,0.0022,1.1538
FirstFit,20,random_uniform,13,2.051611,0.0014,1.0000
BestFit,20,random_uniform,13,2.051611,0.0034,1.0000
FFD,20,random_uniform,13,2.051611,0.0020,1.0000
BFD,20,random_uniform,13,2.051611,0.0033,1.0000
NextFit,20,random_normal,16,5.112975,0.0036,1.2308
FirstFit,20,random_normal,13,2.112975,0.0014,1.0000
BestFit,20,random_normal,13,2.112975,0.0037,1.0000
FFD,20,random_normal,13,2.112975,0.0021,1.0000
BFD,20,random_normal,13,2.112975,0.0027,1.0000
NextFit,20,adversarial_over_half,20,9.800000,0.0028,1.0000
FirstFit,20,adversarial_over_half,20,9.800000,0.0014,1.0000
BestFit,20,adversarial_over_half,20,9.800000,0.0031,1.0000
FFD,20,adversarial_over_half,20,9.800000,0.0019,1.0000
BFD,20,adversarial_over_half,20,9.800000,0.0024,1.0000
NextFit,20,adversarial_harmonic,3,0.354641,0.0019,1.0000
FirstFit,20,adversarial_harmonic,3,0.354641,0.0017,1.0000
BestFit,20,adversarial_harmonic,3,0.354641,0.0025,1.0000
FFD,20,adversarial_harmonic,3,0.354641,0.0023,1.0000
BFD,20,adversarial_harmonic,3,0.354641,0.0017,1.0000
NextFit,20,adversarial_mixed,7,0.100000,0.0042,1.0000
FirstFit,20,adversarial_mixed,7,0.100000,0.0012,1.0000
BestFit,20,adversarial_mixed,7,0.100000,0.0027,1.0000
FFD,20,adversarial_mixed,7,0.100000,0.0029,1.0000
BFD,20,adversarial_mixed,7,0.100000,0.0029,1.0000
NextFit,20,random_uniform,12,3.743361,0.0033,1.3333
FirstFit,20,random_uniform,9,0.743361,0.0014,1.0000
BestFit,20,random_uniform,9,0.743361,0.0034,1.0000
FFD,20,random_uniform,9,0.743361,0.0020,1.0000
BFD,20,random_uniform,9,0.743361,0.0030,1.0000
NextFit,20,random_normal,15,4.555259,0.0036,1.2500
FirstFit,20,random_normal,13,2.555259,0.0014,1.0833
BestFit,20,random_normal,13,2.555259,0.0036,1.0833
FFD,20,random_normal,12,1.555259,0.0021,1.0000
BFD,20,random_normal,12,1.555259,0.0028,1.0000
NextFit,20,adversarial_over_half,20,9.800000,0.0022,1.0000
FirstFit,20,adversarial_over_half,20,9.800000,0.0013,1.0000
BestFit,20,adversarial_over_half,20,9.800000,0.0030,1.0000
FFD,20,adversarial_over_half,20,9.800000,0.0018,1.0000
BFD,20,adversarial_over_half,20,9.800000,0.0023,1.0000
NextFit,20,adversarial_harmonic,3,0.354641,0.0018,1.0000
FirstFit,20,adversarial_harmonic,3,0.354641,0.0015,1.0000
BestFit,20,adversarial_harmonic,3,0.354641,0.0025,1.0000
FFD,20,adversarial_harmonic,3,0.354641,0.0024,1.0000
BFD,20,adversarial_harmonic,3,0.354641,0.0016,1.0000
NextFit,20,adversarial_mixed,7,0.100000,0.0026,1.0000
FirstFit,20,adversarial_mixed,7,0.100000,0.0013,1.0000
BestFit,20,adversarial_mixed,7,0.100000,0.0025,1.0000
FFD,20,adversarial_mixed,7,0.100000,0.0022,1.0000
BFD,20,adversarial_mixed,7,0.100000,0.0029,1.0000
NextFit,20,random_uniform,15,3.582529,0.0024,1.0000
FirstFit,20,random_uniform,15,3.582529,0.0014,1.0000
BestFit,20,random_uniform,15,3.582529,0.0037,1.0000
FFD,20,random_uniform,15,3.582529,0.0021,1.0000
BFD,20,random_uniform,15,3.582529,0.0029,1.0000
NextFit,20,random_normal,16,5.253519,0.0034,1.1429
FirstFit,20,random_normal,14,3.253519,0.0013,1.0000
BestFit,20,random_normal,14,3.253519,0.0037,1.0000
FFD,20,random_normal,14,3.253519,0.0020,1.0000
BFD,20,random_normal,14,3.253519,0.0029,1.0000
NextFit,20,adversarial_over_half,20,9.800000,0.0027,1.0000
FirstFit,20,adversarial_over_half,20,9.800000,0.0014,1.0000
BestFit,20,adversarial_over_half,20,9.800000,0.0033,1.0000
FFD,20,adversarial_over_half,20,9.800000,0.0020,1.0000
BFD,20,adversarial_over_half,20,9.800000,0.0025,1.0000
NextFit,20,adversarial_harmonic,3,0.354641,0.0022,1.0000
FirstFit,20,adversarial_harmonic,3,0.354641,0.0012,1.0000
BestFit,20,adversarial_harmonic,3,0.354641,0.0028,1.0000
FFD,20,adversarial_harmonic,3,0.354641,0.0024,1.0000
BFD,20,adversarial_harmonic,3,0.354641,0.0019,1.0000
NextFit,20,adversarial_mixed,7,0.100000,0.0035,1.0000
FirstFit,20,adversarial_mixed,7,0.100000,0.0012,1.0000
BestFit,20,adversarial_mixed,7,0.100000,0.0025,1.0000
FFD,20,adversarial_mixed,7,0.100000,0.0021,1.0000
BFD,20,adversarial_mixed,7,0.100000,0.0136,1.0000
NextFit,20,random_uniform,13,3.514779,0.0024,1.1818
FirstFit,20,random_uniform,12,2.514779,0.0016,1.0909
BestFit,20,random_uniform,12,2.514779,0.0035,1.0909
FFD,20,random_uniform,11,1.514779,0.0020,1.0000
BFD,20,random_uniform,11,1.514779,0.0030,1.0000
NextFit,20,random_normal,10,2.310384,0.0025,1.2500
FirstFit,20,random_normal,10,2.310384,0.0020,1.2500
BestFit,20,random_normal,10,2.310384,0.0036,1.2500
FFD,20,random_normal,8,0.310384,0.0021,1.0000
BFD,20,random_normal,8,0.310384,0.0030,1.0000
NextFit,20,adversarial_over_half,20,9.800000,0.0023,1.0000
FirstFit,20,adversarial_over_half,20,9.800000,0.0014,1.0000
BestFit,20,adversarial_over_half,20,9.800000,0.0031,1.0000
FFD,20,adversarial_over_half,20,9.800000,0.0020,1.0000
BFD,20,adversarial_over_half,20,9.800000,0.0024,1.0000
NextFit,20,adversarial_harmonic,3,0.354641,0.0025,1.0000
FirstFit,20,adversarial_harmonic,3,0.354641,0.0013,1.0000
BestFit,20,adversarial_harmonic,3,0.354641,0.0027,1.0000
FFD,20,adversarial_harmonic,3,0.354641,0.0029,1.0000
BFD,20,adversarial_harmonic,3,0.354641,0.0016,1.0000
NextFit,20,adversarial_mixed,7,0.100000,0.0034,1.0000
FirstFit,20,adversarial_mixed,7,0.100000,0.0013,1.0000
BestFit,20,adversarial_mixed,7,0.100000,0.0026,1.0000
FFD,20,adversarial_mixed,7,0.100000,0.0020,1.0000
BFD,20,adversarial_mixed,7,0.100000,0.0029,1.0000
NextFit,20,random_uniform,14,3.762963,0.0031,1.2727
FirstFit,20,random_uniform,12,1.762963,0.0014,1.0909
BestFit,20,random_uniform,12,1.762963,0.0041,1.0909
FFD,20,random_uniform,11,0.762963,0.0020,1.0000
BFD,20,random_uniform,11,0.762963,0.0031,1.0000
NextFit,20,random_normal,14,4.479743,0.0033,1.4000
FirstFit,20,random_normal,11,1.479743,0.0013,1.1000
BestFit,20,random_normal,11,1.479743,0.0035,1.1000
FFD,20,random_normal,10,0.479743,0.0020,1.0000
BFD,20,random_normal,10,0.479743,0.0030,1.0000
NextFit,20,adversarial_over_half,20,9.800000,0.0027,1.0000
FirstFit,20,adversarial_over_half,20,9.800000,0.0013,1.0000
BestFit,20,adversarial_over_half,20,9.800000,0.0031,1.0000
FFD,20,adversarial_over_half,20,9.800000,0.0019,1.0000
BFD,20,adversarial_over_half,20,9.800000,0.0023,1.0000
NextFit,20,adversarial_harmonic,3,0.354641,0.0023,1.0000
FirstFit,20,adversarial_harmonic,3,0.354641,0.0015,1.0000
BestFit,20,adversarial_harmonic,3,0.354641,0.0028,1.0000
FFD,20,adversarial_harmonic,3,0.354641,0.0023,1.0000
BFD,20,adversarial_harmonic,3,0.354641,0.0016,1.0000
NextFit,20,adversarial_mixed,7,0.100000,0.0026,1.0000
FirstFit,20,adversarial_mixed,7,0.100000,0.0012,1.0000
BestFit,20,adversarial_mixed,7,0.100000,0.0025,1.0000
FFD,20,adversarial_mixed,7,0.100000,0.0024,1.0000
BFD,20,adversarial_mixed,7,0.100000,0.0029,1.0000
NextFit,20,random_uniform,12,2.853648,0.0035,1.2000
FirstFit,20,random_uniform,11,1.853648,0.0016,1.1000
BestFit,20,random_uniform,10,0.853648,0.0038,1.0000
FFD,20,random_uniform,10,0.853648,0.0022,1.0000
BFD,20,random_uniform,10,0.853648,0.0031,1.0000
NextFit,20,random_normal,12,3.611873,0.0040,1.3333
FirstFit,20,random_normal,10,1.611873,0.0014,1.1111
BestFit,20,random_normal,10,1.611873,0.0035,1.1111
FFD,20,random_normal,9,0.611873,0.0019,1.0000
BFD,20,random_normal,9,0.611873,0.0029,1.0000
NextFit,20,adversarial_over_half,20,9.800000,0.0023,1.0000
FirstFit,20,adversarial_over_half,20,9.800000,0.0014,1.0000
BestFit,20,adversarial_over_half,20,9.800000,0.0032,1.0000
FFD,20,adversarial_over_half,20,9.800000,0.0018,1.0000
BFD,20,adversarial_over_half,20,9.800000,0.0025,1.0000
NextFit,20,adversarial_harmonic,3,0.354641,0.0021,1.0000
FirstFit,20,adversarial_harmonic,3,0.354641,0.0013,1.0000
BestFit,20,adversarial_harmonic,3,0.354641,0.0022,1.0000
FFD,20,adversarial_harmonic,3,0.354641,0.0024,1.0000
BFD,20,adversarial_harmonic,3,0.354641,0.0016,1.0000
NextFit,20,adversarial_mixed,7,0.100000,0.0029,1.0000
FirstFit,20,adversarial_mixed,7,0.100000,0.0013,1.0000
BestFit,20,adversarial_mixed,7,0.100000,0.0030,1.0000
FFD,20,adversarial_mixed,7,0.100000,0.0020,1.0000
BFD,20,adversarial_mixed,7,0.100000,0.0029,1.0000
NextFit,20,random_uniform,17,5.118669,0.0026,1.2143
FirstFit,20,random_uniform,14,2.118669,0.0014,1.0000
BestFit,20,random_uniform,14,2.118669,0.0036,1.0000
FFD,20,random_uniform,14,2.118669,0.0020,1.0000
BFD,20,random_uniform,14,2.118669,0.0028,1.0000
NextFit,20,random_normal,16,4.888908,0.0034,1.0667
FirstFit,20,random_normal,15,3.888908,0.0015,1.0000
BestFit,20,random_normal,15,3.888908,0.0036,1.0000
FFD,20,random_normal,15,3.888908,0.0020,1.0000
BFD,20,random_normal,15,3.888908,0.0030,1.0000
NextFit,20,adversarial_over_half,20,9.800000,0.0029,1.0000
FirstFit,20,adversarial_over_half,20,9.800000,0.0015,1.0000
BestFit,20,adversarial_over_half,20,9.800000,0.0031,1.0000
FFD,20,adversarial_over_half,20,9.800000,0.0018,1.0000
BFD,20,adversarial_over_half,20,9.800000,0.0024,1.0000
NextFit,20,adversarial_harmonic,3,0.354641,0.0028,1.0000
FirstFit,20,adversarial_harmonic,3,0.354641,0.0021,1.0000
BestFit,20,adversarial_harmonic,3,0.354641,0.0032,1.0000
FFD,20,adversarial_harmonic,3,0.354641,0.0035,1.0000
BFD,20,adversarial_harmonic,3,0.354641,0.0028,1.0000
NextFit,20,adversarial_mixed,7,0.100000,0.0133,1.0000
FirstFit,20,adversarial_mixed,7,0.100000,0.0012,1.0000
BestFit,20,adversarial_mixed,7,0.100000,0.0026,1.0000
FFD,20,adversarial_mixed,7,0.100000,0.0028,1.0000
BFD,20,adversarial_mixed,7,0.100000,0.0029,1.0000
NextFit,20,random_uniform,13,2.685385,0.0026,1.0833
FirstFit,20,random_uniform,12,1.685385,0.0014,1.0000
BestFit,20,random_uniform,12,1.685385,0.0040,1.0000
FFD,20,random_uniform,12,1.685385,0.0019,1.0000
BFD,20,random_uniform,12,1.685385,0.0032,1.0000
NextFit,20,random_normal,16,5.506276,0.0027,1.3333
FirstFit,20,random_normal,12,1.506276,0.0013,1.0000
BestFit,20,random_normal,12,1.506276,0.0040,1.0000
FFD,20,random_normal,12,1.506276,0.0021,1.0000
BFD,20,random_normal,12,1.506276,0.0029,1.0000
NextFit,20,adversarial_over_half,20,9.800000,0.0029,1.0000
FirstFit,20,adversarial_over_half,20,9.800000,0.0015,1.0000
BestFit,20,adversarial_over_half,20,9.800000,0.0032,1.0000
FFD,20,adversarial_over_half,20,9.800000,0.0019,1.0000
BFD,20,adversarial_over_half,20,9.800000,0.0024,1.0000
NextFit,20,adversarial_harmonic,3,0.354641,0.0016,1.0000
FirstFit,20,adversarial_harmonic,3,0.354641,0.0014,1.0000
BestFit,20,adversarial_harmonic,3,0.354641,0.0026,1.0000
FFD,20,adversarial_harmonic,3,0.354641,0.0027,1.0000
BFD,20,adversarial_harmonic,3,0.354641,0.0021,1.0000
NextFit,20,adversarial_mixed,7,0.100000,0.0029,1.0000
FirstFit,20,adversarial_mixed,7,0.100000,0.0012,1.0000
BestFit,20,adversarial_mixed,7,0.100000,0.0026,1.0000
FFD,20,adversarial_mixed,7,0.100000,0.0024,1.0000
BFD,20,adversarial_mixed,7,0.100000,0.0030,1.0000
NextFit,20,random_uniform,14,4.188720,0.0035,1.1667
FirstFit,20,random_uniform,12,2.188720,0.0015,1.0000
BestFit,20,random_uniform,12,2.188720,0.0040,1.0000
FFD,20,random_uniform,12,2.188720,0.0023,1.0000
BFD,20,random_uniform,12,2.188720,0.0032,1.0000
NextFit,20,random_normal,15,4.018435,0.0042,1.2500
FirstFit,20,random_normal,14,3.018435,0.0017,1.1667
BestFit,20,random_normal,13,2.018435,0.0040,1.0833
FFD,20,random_normal,12,1.018435,0.0025,1.0000
BFD,20,random_normal,12,1.018435,0.0032,1.0000
NextFit,20,adversarial_over_half,20,9.800000,0.0023,1.0000
FirstFit,20,adversarial_over_half,20,9.800000,0.0014,1.0000
BestFit,20,adversarial_over_half,20,9.800000,0.0031,1.0000
FFD,20,adversarial_over_half,20,9.800000,0.0018,1.0000
BFD,20,adversarial_over_half,20,9.800000,0.0024,1.0000
NextFit,20,adversarial_harmonic,3,0.354641,0.0019,1.0000
FirstFit,20,adversarial_harmonic,3,0.354641,0.0013,1.0000
BestFit,20,adversarial_harmonic,3,0.354641,0.0025,1.0000
FFD,20,adversarial_harmonic,3,0.354641,0.0027,1.0000
BFD,20,adversarial_harmonic,3,0.354641,0.0017,1.0000
NextFit,20,adversarial_mixed,7,0.100000,0.0037,1.0000
FirstFit,20,adversarial_mixed,7,0.100000,0.0018,1.0000
BestFit,20,adversarial_mixed,7,0.100000,0.0027,1.0000
FFD,20,adversarial_mixed,7,0.100000,0.0022,1.0000
BFD,20,adversarial_mixed,7,0.100000,0.0030,1.0000
NextFit,20,random_uniform,13,3.428992,0.0036,1.1818
FirstFit,20,random_uniform,12,2.428992,0.0015,1.0909
BestFit,20,random_uniform,12,2.428992,0.0039,1.0909
FFD,20,random_uniform,11,1.428992,0.0020,1.0000
BFD,20,random_uniform,11,1.428992,0.0031,1.0000
NextFit,20,random_normal,13,3.021264,0.0033,1.1818
FirstFit,20,random_normal,12,2.021264,0.0014,1.0909
BestFit,20,random_normal,12,2.021264,0.0039,1.0909
FFD,20,random_normal,11,1.021264,0.0020,1.0000
BFD,20,random_normal,11,1.021264,0.0029,1.0000
NextFit,20,adversarial_over_half,20,9.800000,0.0022,1.0000
FirstFit,20,adversarial_over_half,20,9.800000,0.0017,1.0000
BestFit,20,adversarial_over_half,20,9.800000,0.0030,1.0000
FFD,20,adversarial_over_half,20,9.800000,0.0018,1.0000
BFD,20,adversarial_over_half,20,9.800000,0.0024,1.0000
NextFit,20,adversarial_harmonic,3,0.354641,0.0018,1.0000
FirstFit,20,adversarial_harmonic,3,0.354641,0.0014,1.0000
BestFit,20,adversarial_harmonic,3,0.354641,0.0028,1.0000
FFD,20,adversarial_harmonic,3,0.354641,0.0025,1.0000
BFD,20,adversarial_harmonic,3,0.354641,0.0018,1.0000
NextFit,20,adversarial_mixed,7,0.100000,0.0034,1.0000
FirstFit,20,adversarial_mixed,7,0.100000,0.0013,1.0000
BestFit,20,adversarial_mixed,7,0.100000,0.0024,1.0000
FFD,20,adversarial_mixed,7,0.100000,0.0020,1.0000
BFD,20,adversarial_mixed,7,0.100000,0.0028,1.0000
NextFit,20,random_uniform,12,3.313729,0.0034,1.3333
FirstFit,20,random_uniform,10,1.313729,0.0013,1.1111
BestFit,20,random_uniform,10,1.313729,0.0034,1.1111
FFD,20,random_uniform,10,1.313729,0.0022,1.1111
BFD,20,random_uniform,10,1.313729,0.0030,1.1111
NextFit,20,random_normal,11,2.570384,0.0040,1.2222
FirstFit,20,random_normal,9,0.570384,0.0016,1.0000
BestFit,20,random_normal,9,0.570384,0.0037,1.0000
FFD,20,random_normal,9,0.570384,0.0022,1.0000
BFD,20,random_normal,9,0.570384,0.0033,1.0000
NextFit,20,adversarial_over_half,20,9.800000,0.0024,1.0000
FirstFit,20,adversarial_over_half,20,9.800000,0.0014,1.0000
BestFit,20,adversarial_over_half,20,9.800000,0.0032,1.0000
FFD,20,adversarial_over_half,20,9.800000,0.0018,1.0000
BFD,20,adversarial_over_half,20,9.800000,0.0024,1.0000
NextFit,20,adversarial_harmonic,3,0.354641,0.0022,1.0000
FirstFit,20,adversarial_harmonic,3,0.354641,0.0014,1.0000
BestFit,20,adversarial_harmonic,3,0.354641,0.0025,1.0000
FFD,20,adversarial_harmonic,3,0.354641,0.0031,1.0000
BFD,20,adversarial_harmonic,3,0.354641,0.0021,1.0000
NextFit,20,adversarial_mixed,7,0.100000,0.0031,1.0000
FirstFit,20,adversarial_mixed,7,0.100000,0.0012,1.0000
BestFit,20,adversarial_mixed,7,0.100000,0.0025,1.0000
FFD,20,adversarial_mixed,7,0.100000,0.0023,1.0000
BFD,20,adversarial_mixed,7,0.100000,0.0029,1.0000
NextFit,20,random_uniform,12,2.314559,0.0037,1.0909
FirstFit,20,random_uniform,11,1.314559,0.0014,1.0000
BestFit,20,random_uniform,11,1.314559,0.0034,1.0000
FFD,20,random_uniform,11,1.314559,0.0021,1.0000
BFD,20,random_uniform,11,1.314559,0.0030,1.0000
NextFit,20,random_normal,13,3.844420,0.0038,1.3000
FirstFit,20,random_normal,10,0.844420,0.0014,1.0000
BestFit,20,random_normal,10,0.844420,0.0035,1.0000
FFD,20,random_normal,10,0.844420,0.0020,1.0000
BFD,20,random_normal,10,0.844420,0.0030,1.0000
NextFit,20,adversarial_over_half,20,9.800000,0.0022,1.0000
FirstFit,20,adversarial_over_half,20,9.800000,0.0014,1.0000
BestFit,20,adversarial_over_half,20,9.800000,0.0031,1.0000
FFD,20,adversarial_over_half,20,9.800000,0.0019,1.0000
BFD,20,adversarial_over_half,20,9.800000,0.0025,1.0000
NextFit,20,adversarial_harmonic,3,0.354641,0.0017,1.0000
FirstFit,20,adversarial_harmonic,3,0.354641,0.0014,1.0000
BestFit,20,adversarial_harmonic,3,0.354641,0.0027,1.0000
FFD,20,adversarial_harmonic,3,0.354641,0.0022,1.0000
BFD,20,adversarial_harmonic,3,0.354641,0.0017,1.0000
NextFit,20,adversarial_mixed,7,0.100000,0.0032,1.0000
FirstFit,20,adversarial_mixed,7,0.100000,0.0013,1.0000
BestFit,20,adversarial_mixed,7,0.100000,0.0029,1.0000
FFD,20,adversarial_mixed,7,0.100000,0.0021,1.0000
BFD,20,adversarial_mixed,7,0.100000,0.0033,1.0000
NextFit,20,random_uniform,13,3.396842,0.0028,1.1818
FirstFit,20,random_uniform,12,2.396842,0.0014,1.0909
BestFit,20,random_uniform,12,2.396842,0.0037,1.0909
FFD,20,random_uniform,11,1.396842,0.0021,1.0000
BFD,20,random_uniform,11,1.396842,0.0032,1.0000
NextFit,20,random_normal,14,4.117645,0.0034,1.2727
FirstFit,20,random_normal,12,2.117645,0.0014,1.0909
BestFit,20,random_normal,12,2.117645,0.0040,1.0909
FFD,20,random_normal,11,1.117645,0.0020,1.0000
BFD,20,random_normal,11,1.117645,0.0028,1.0000
